┌央视频道┐,#genre#
CHC高清电影,http://ojbk.02200059.xyz:4022/udp/226.1.30.181:6000

亚洲旅游,http://37.27.111.214:8080/live/10/hls.m3u8#http://4gtv.mumi.rip:9877/250/litv-longturn17/index.m3u8
兵器科技,http://ojbk.02200059.xyz:4022/udp/226.1.30.63:6000
第一剧场,http://ojbk.02200059.xyz:4022/udp/226.1.30.64:6000
风云剧场,http://ojbk.02200059.xyz:4022/udp/226.1.30.110:6000
风云音乐,http://ojbk.02200059.xyz:4022/udp/226.1.30.154:6000
风云足球,http://ojbk.02200059.xyz:4022/udp/226.1.30.62:6000
高尔夫网球,http://ojbk.02200059.xyz:4022/udp/226.1.30.169:6000
怀旧剧场,http://ojbk.02200059.xyz:4022/udp/226.1.30.99:6000
女性时尚,http://ojbk.02200059.xyz:4022/udp/226.1.30.127:6000
世界地理,http://ojbk.02200059.xyz:4022/udp/226.1.30.65:6000
文化精品,http://ojbk.02200059.xyz:4022/udp/226.1.30.118:6000
央视台球,http://ojbk.02200059.xyz:4022/udp/226.1.30.225:6000
中国教育1台,http://giwon.ddns.net:5555/udp/239.93.1.111:5140
中国教育2台,http://ojbk.02200059.xyz:4022/udp/226.1.30.111:6000
中国教育4台,http://ojbk.02200059.xyz:4022/udp/226.1.30.167:6000
中国教育2台,http://giwon.ddns.net:5555/udp/239.93.0.113:5140
中国教育4台,http://giwon.ddns.net:5555/udp/239.93.0.50:5140

CCTV4欧洲,http://czkeji.vip:9000/udp/239.252.219.192:5140
CCTV4美洲,http://czkeji.vip:9000/udp/239.252.219.193:5140
CGTN英语,http://czkeji.vip:9000/udp/239.252.219.194:5140
CGTN记录,http://czkeji.vip:9000/udp/239.252.219.195:5140
CGTN西语,http://czkeji.vip:9000/udp/239.252.219.196:5140
CGTN法语,http://czkeji.vip:9000/udp/239.252.219.65:5140
CGTN俄语,http://czkeji.vip:9000/udp/239.252.219.67:5140
CGTN阿语,http://czkeji.vip:9000/udp/239.252.219.66:5140
央视精品,http://czkeji.vip:9000/udp/239.252.219.81:5140
央视台球,http://czkeji.vip:9000/udp/239.252.219.80:5140
风云音乐,http://czkeji.vip:9000/udp/239.252.219.87:5140
第一剧场,http://czkeji.vip:9000/udp/239.252.219.86:5140
风云剧场,http://czkeji.vip:9000/udp/239.252.219.89:5140
怀旧剧场,http://czkeji.vip:9000/udp/239.252.219.90:5140
女性时尚,http://czkeji.vip:9000/udp/239.252.219.94:5140
央视网球,http://czkeji.vip:9000/udp/239.252.219.95:5140
风云足球,http://czkeji.vip:9000/udp/239.252.219.96:5140
电视指南,http://czkeji.vip:9000/udp/239.252.219.97:5140
世界地理,http://czkeji.vip:9000/udp/239.252.219.93:5140
兵器科技,http://czkeji.vip:9000/udp/239.252.219.98:5140
CHC高清电影,http://czkeji.vip:9000/udp/239.252.219.83:5140
CHC家庭影院,http://czkeji.vip:9000/udp/239.252.219.84:5140
CHC动作电影,http://czkeji.vip:9000/udp/239.252.219.85:5140
欢笑剧场,http://czkeji.vip:9000/udp/239.252.219.224:5140
都市剧场,http://czkeji.vip:9000/udp/239.252.219.225:5140
精彩影视,http://czkeji.vip:9000/udp/239.252.220.223:5140
梨园频道,http://czkeji.vip:9000/udp/239.252.220.179:5140
武术世界,http://czkeji.vip:9000/udp/239.252.220.180:5140
文物宝库,http://czkeji.vip:9000/udp/239.252.220.158:5140
求索记录,http://czkeji.vip:9000/udp/239.252.220.224:5140
BesTV青春动漫,http://czkeji.vip:9000/udp/239.252.220.122:5140
BesTV百变课堂,http://czkeji.vip:9000/udp/239.252.220.123:5140
BesTV热门剧场,http://czkeji.vip:9000/udp/239.252.220.124:5140
BesTV谍战剧场,http://czkeji.vip:9000/udp/239.252.220.125:5140
BesTV华语影院,http://czkeji.vip:9000/udp/239.252.220.126:5140
BesTV星光影院,http://czkeji.vip:9000/udp/239.252.220.127:5140
BesTV全球大片,http://czkeji.vip:9000/udp/239.252.220.128:5140
BesTV健康养生,http://czkeji.vip:9000/udp/239.252.220.129:5140

CCTV-1,http://giwon.ddns.net:5555/udp/239.93.0.184:5140
CCTV-2,http://giwon.ddns.net:5555/udp/239.93.1.23:6000
CCTV-3,http://giwon.ddns.net:5555/udp/239.93.1.11:2223
CCTV-4,http://giwon.ddns.net:5555/udp/239.93.1.105:5140
CCTV-5,http://giwon.ddns.net:5555/udp/239.93.1.12:2224
CCTV-5+,http://giwon.ddns.net:5555/udp/239.93.1.36:8004
CCTV-6,http://giwon.ddns.net:5555/udp/239.93.1.13:2226
CCTV-7,http://giwon.ddns.net:5555/udp/239.93.1.67:5140
CCTV-8,http://giwon.ddns.net:5555/udp/239.93.42.39:5140
CCTV-9,http://giwon.ddns.net:5555/udp/239.93.1.24:5140
CCTV-10,http://giwon.ddns.net:5555/udp/239.93.1.28:5140
CCTV-11,http://giwon.ddns.net:5555/udp/239.93.0.102:5140
CCTV-12,http://giwon.ddns.net:5555/udp/239.93.1.30:8124
CCTV-13,http://giwon.ddns.net:5555/udp/239.93.0.66:5140
CCTV-14,http://giwon.ddns.net:5555/udp/239.93.1.29:6000
CCTV-15,http://giwon.ddns.net:5555/udp/239.93.0.103:5140
CCTV-16,http://giwon.ddns.net:5555/udp/239.93.42.53:5140
CCTV-17,http://giwon.ddns.net:5555/udp/239.93.0.92:5140

├卫视频道┤,#genre#

香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
香港卫视,http://zhibo.hkstv.tv:80/livestream/mutfysrq.flv
澳亚卫视,https://live.mastvnet.com/lsdream/lY44pmm/2000/live.m3u8

安徽卫视,http://ojbk.02200059.xyz:4022/udp/226.1.30.26:6000
北京卫视,http://ojbk.02200059.xyz:4022/udp/226.1.30.18:6000
东方卫视,http://ojbk.02200059.xyz:4022/udp/226.1.30.21:6000
东南卫视,http://ojbk.02200059.xyz:4022/udp/226.1.30.40:6000
广东卫视,http://ojbk.02200059.xyz:4022/udp/226.1.30.27:6000
贵州卫视,http://ojbk.02200059.xyz:4022/udp/226.1.30.31:6000
旅游卫视,http://ojbk.02200059.xyz:4022/udp/226.1.30.229:6000
河北卫视,http://ojbk.02200059.xyz:4022/udp/226.1.30.37:6000
河南卫视,http://ojbk.02200059.xyz:4022/udp/226.1.30.33:6000
黑龙江卫视,http://ojbk.02200059.xyz:4022/udp/226.1.30.28:6000
湖北卫视,http://ojbk.02200059.xyz:4022/udp/226.1.30.29:6000
湖南卫视,http://ojbk.02200059.xyz:4022/udp/226.1.30.23:6000
吉林卫视,http://ojbk.02200059.xyz:4022/udp/226.1.30.35:6000
江苏卫视,http://ojbk.02200059.xyz:4022/udp/226.1.30.20:6000
江西卫视,http://ojbk.02200059.xyz:4022/udp/226.1.30.25:6000
辽宁卫视,http://ojbk.02200059.xyz:4022/udp/226.1.30.22:6000
青海卫视,http://ojbk.02200059.xyz:4022/udp/226.1.30.93:6000
山东卫视,http://ojbk.02200059.xyz:4022/udp/226.1.30.17:6000
深圳卫视,http://ojbk.02200059.xyz:4022/udp/226.1.30.24:6000
四川卫视,http://ojbk.02200059.xyz:4022/udp/226.1.30.32:6000
云南卫视,http://ojbk.02200059.xyz:4022/udp/226.1.30.36:6000
浙江卫视,http://ojbk.02200059.xyz:4022/udp/226.1.30.19:6000
重庆卫视,http://ojbk.02200059.xyz:4022/udp/226.1.30.34:6000

东方卫视,http://hlsbkmgsplive.miguvideo.com/wd_r4/dfl/dongfangwshd/3000/01.m3u8?msisdn=&amp;Channel_ID=&amp;ContentId=&amp;HlsSubType=&amp;HlsProfileId=&amp;encrypt=
重庆卫视,http://hlsbkmgsplive.miguvideo.com/envivo_x/2018/SD/chongqing/1000/01.m3u8?msisdn=&amp;Channel_ID=&amp;ContentId=&amp;HlsSubType=&amp;HlsProfileId=&amp;encrypt=
吉林卫视,http://hlsbkmgsplive.miguvideo.com/envivo_v/2018/SD/jilin/1000/01.m3u8?msisdn=&amp;Channel_ID=&amp;ContentId=&amp;HlsSubType=&amp;HlsProfileId=&amp;encrypt=
辽宁卫视,http://hlsbkmgsplive.miguvideo.com/wd_r2/ocn/liaoningwshd/3000/01.m3u8?msisdn=&amp;Channel_ID=&amp;ContentId=&amp;HlsSubType=&amp;HlsProfileId=&amp;encrypt=
内蒙古卫视,http://hlsbkmgsplive.miguvideo.com/envivo_w/2018/SD/neimeng/1000/01.m3u8?msisdn=&amp;Channel_ID=&amp;ContentId=&amp;HlsSubType=&amp;HlsProfileId=&amp;encrypt=
宁夏卫视,http://hlsbkmgsplive.miguvideo.com/envivo_x/2018/SD/ningxia/1000/01.m3u8?msisdn=&amp;Channel_ID=&amp;ContentId=&amp;HlsSubType=&amp;HlsProfileId=&amp;encrypt=
甘肃卫视,http://hlsbkmgsplive.miguvideo.com/envivo_v/2018/SD/gansu/1000/01.m3u8?msisdn=&amp;Channel_ID=&amp;ContentId=&amp;HlsSubType=&amp;HlsProfileId=&amp;encrypt=
青海卫视,http://hlsbkmgsplive.miguvideo.com/envivo_w/2018/SD/qinghai/1000/01.m3u8?msisdn=&amp;Channel_ID=&amp;ContentId=&amp;HlsSubType=&amp;HlsProfileId=&amp;encrypt=
陕西卫视,http://hlsbkmgsplive.miguvideo.com/migu/kailu/shan3xiws/57/20220809/01.m3u8?msisdn=&amp;Channel_ID=&amp;ContentId=&amp;HlsSubType=&amp;HlsProfileId=&amp;encrypt=
山东卫视,http://hlsbkmgsplive.miguvideo.com/wd_r4/yg/shandongwshd/3000/01.m3u8?msisdn=&amp;Channel_ID=&amp;ContentId=&amp;HlsSubType=&amp;HlsProfileId=&amp;encrypt=
山东教育卫视,http://hlsbkmgsplive.miguvideo.com/envivo_v/2018/SD/shandongedu/1000/01.m3u8?msisdn=&amp;Channel_ID=&amp;ContentId=&amp;HlsSubType=&amp;HlsProfileId=&amp;encrypt=
湖北卫视,http://hlsbkmgsplive.miguvideo.com/migu/kailu/hubeiwshd/57/20220712/01.m3u8?msisdn=&amp;Channel_ID=&amp;ContentId=&amp;HlsSubType=&amp;HlsProfileId=&amp;encrypt=
湖南卫视,http://hlsbkmgsplive.miguvideo.com/wd-hunanhd-2500/01.m3u8?msisdn=&amp;Channel_ID=&amp;ContentId=&amp;HlsSubType=&amp;HlsProfileId=&amp;encrypt=
河南卫视,http://hlsbkmgsplive.miguvideo.com/wd-henanwssd-600/01.m3u8?msisdn=&amp;Channel_ID=&amp;ContentId=&amp;HlsSubType=&amp;HlsProfileId=&amp;encrypt=
广西卫视,http://hlsbkmgsplive.miguvideo.com/wd-guangxiwssd-600/01.m3u8?msisdn=&amp;Channel_ID=&amp;ContentId=&amp;HlsSubType=&amp;HlsProfileId=&amp;encrypt=
云南卫视,http://hlsbkmgsplive.miguvideo.com/envivo_x/2018/SD/yunnan/1000/01.m3u8?msisdn=&amp;Channel_ID=&amp;ContentId=&amp;HlsSubType=&amp;HlsProfileId=&amp;encrypt=
贵州卫视,http://hlsbkmgsplive.miguvideo.com/wd-guizhouwssd-600/01.m3u8?msisdn=&amp;Channel_ID=&amp;ContentId=&amp;HlsSubType=&amp;HlsProfileId=&amp;encrypt=
江苏卫视,http://hlsbkmgsplive.miguvideo.com/wd_r2/cctv/jiangsuhd/2500/01.m3u8?msisdn=&amp;Channel_ID=&amp;ContentId=&amp;HlsSubType=&amp;HlsProfileId=&amp;encrypt=
广东卫视,http://hlsbkmgsplive.miguvideo.com/ws_w/gdws/gdws3000/3000/01.m3u8?msisdn=&amp;Channel_ID=&amp;ContentId=&amp;HlsSubType=&amp;HlsProfileId=&amp;encrypt=
大湾区卫视,http://hlsbkmgsplive.miguvideo.com/wd_r3/2018/nfmedia/nfws/1000/01.m3u8?msisdn=&amp;Channel_ID=&amp;ContentId=&amp;HlsSubType=&amp;HlsProfileId=&amp;encrypt=
新疆卫视,http://hlsbkmgsplive.miguvideo.com/wd-xinjiangwssd-600/01.m3u8?msisdn=&amp;Channel_ID=&amp;ContentId=&amp;HlsSubType=&amp;HlsProfileId=&amp;encrypt=
西藏卫视,http://hlsbkmgsplive.miguvideo.com/envivo_x/2018/SD/xizang/1000/01.m3u8?msisdn=&amp;Channel_ID=&amp;ContentId=&amp;HlsSubType=&amp;HlsProfileId=&amp;encrypt=
海南卫视,http://hlsbkmgsplive.miguvideo.com/envivo_x/SD/lvyou/711/01.m3u8?msisdn=&amp;Channel_ID=&amp;ContentId=&amp;HlsSubType=&amp;HlsProfileId=&amp;encrypt=
海峡卫视,http://hlsbkmgsplive.miguvideo.com/migu/kailu/haixiaws/57/20230724/01.m3u8?msisdn=&amp;Channel_ID=&amp;ContentId=&amp;HlsSubType=&amp;HlsProfileId=&amp;encrypt=
东南卫视,http://hlsbkmgsplive.miguvideo.com/migu/kailu/dongnanws/57/20230724/01.m3u8?msisdn=&amp;Channel_ID=&amp;ContentId=&amp;HlsSubType=&amp;HlsProfileId=&amp;encrypt=

甘肃卫视,http://czkeji.vip:9000/udp/239.252.219.140:5140
海南卫视,http://czkeji.vip:9000/udp/239.252.219.178:5140
广西卫视,http://czkeji.vip:9000/udp/239.252.219.183:5140
云南卫视,http://czkeji.vip:9000/udp/239.252.219.185:5140
天津卫视,http://czkeji.vip:9000/udp/239.252.219.187:5140
天津卫视,http://czkeji.vip:9000/udp/239.252.220.61:5140
湖南卫视,http://czkeji.vip:9000/udp/239.252.219.201:5140
北京卫视,http://czkeji.vip:9000/udp/239.252.219.206:5140
湖北卫视,http://czkeji.vip:9000/udp/239.252.219.208:5140
浙江卫视,http://czkeji.vip:9000/udp/239.252.219.210:5140
黑龙江卫视,http://czkeji.vip:9000/udp/239.252.219.211:5140
深圳卫视,http://czkeji.vip:9000/udp/239.252.219.212:5140
广东卫视,http://czkeji.vip:9000/udp/239.252.219.213:5140
江苏卫视,http://czkeji.vip:9000/udp/239.252.219.214:5140
山东卫视,http://czkeji.vip:9000/udp/239.252.219.228:5140
东方卫视,http://czkeji.vip:9000/udp/239.252.219.229:5140
辽宁卫视,http://czkeji.vip:9000/udp/239.252.220.62:5140
江西卫视,http://czkeji.vip:9000/udp/239.252.220.63:5140
东南卫视,http://czkeji.vip:9000/udp/239.252.220.82:5140
安徽卫视,http://czkeji.vip:9000/udp/239.252.220.83:5140
四川卫视,http://czkeji.vip:9000/udp/239.252.220.93:5140
重庆卫视,http://czkeji.vip:9000/udp/239.252.220.94:5140
河北卫视,http://czkeji.vip:9000/udp/239.252.220.154:5140
吉林卫视,http://czkeji.vip:9000/udp/239.252.220.188:5140
贵州卫视,http://czkeji.vip:9000/udp/239.252.220.190:5140
河南卫视,http://czkeji.vip:9000/udp/239.252.220.189:5140

安多卫视,http://stream.qhbtv.com/adws/sd/live.m3u8
延边卫视1,http://live.ybtvyun.com/video/s10016-6f0dfd97912f/index.m3u8
延边卫视2,http://live.ybtvyun.com/video/s10016-7e5f23de35df/index.m3u8
黄河卫视,http://liveflash.sxrtv.com/live/huanghe.m3u8?sub_m3u8=true&edge_slice=true
内蒙古卫视,https://livestream-bt.nmtv.cn/nmtv/2314general.m3u8?txSecret=dc348a27bd36fe1bd63562af5e7269ea&txTime=771EF880
宁夏卫视,https://hls.ningxiahuangheyun.com/live/nxws1M.m3u8
青海卫视,http://stream.qhbtv.com/qhws/sd/live.m3u8?_upt=63cf437e1591689484
山东卫视,http://livealone.iqilu.com/iqilu/sdtvhjOF03kn.m3u8
山西卫视,http://liveflash.sxrtv.com/live/sxwshd.m3u8?sub_m3u8=true&edge_slice=true
浙江卫视,http://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8
安徽卫视,http://giwon.ddns.net:5555/udp/239.93.1.106:5140
北京卫视,http://giwon.ddns.net:5555/udp/239.93.0.180:5140
兵团卫视,http://giwon.ddns.net:5555/udp/239.93.42.43:5140
东方卫视,http://giwon.ddns.net:5555/udp/239.93.0.123:5140
东南卫视,http://giwon.ddns.net:5555/udp/239.93.0.42:5140
甘肃卫视,http://giwon.ddns.net:5555/udp/239.93.0.81:5140
广东卫视,http://giwon.ddns.net:5555/udp/239.93.0.181:5140
广西卫视,http://giwon.ddns.net:5555/udp/239.93.42.46:5140
贵州卫视,http://giwon.ddns.net:5555/udp/239.93.0.131:5140
旅游卫视,http://giwon.ddns.net:5555/udp/239.93.0.80:5140
河北卫视,http://giwon.ddns.net:5555/udp/239.93.0.132:5140
河南卫视,http://giwon.ddns.net:5555/udp/239.93.42.45:5140
黑龙江卫视,http://giwon.ddns.net:5555/udp/239.93.0.183:5140
湖北卫视,http://giwon.ddns.net:5555/udp/239.93.0.250:5140
湖南卫视,http://giwon.ddns.net:5555/udp/239.93.0.88:5140
吉林卫视,http://giwon.ddns.net:5555/udp/239.93.0.248:5140
江苏卫视,http://giwon.ddns.net:5555/udp/239.93.0.89:5140
江西卫视,http://giwon.ddns.net:5555/udp/239.93.0.134:5140
辽宁卫视,http://giwon.ddns.net:5555/udp/239.93.1.108:5140
内蒙古卫视,http://giwon.ddns.net:5555/udp/239.93.0.8:5140
宁夏卫视,http://giwon.ddns.net:5555/udp/239.93.0.247:5140
青海卫视,http://giwon.ddns.net:5555/udp/239.93.0.192:5140
三沙卫视,http://giwon.ddns.net:5555/udp/239.93.42.58:5140
厦门卫视,http://giwon.ddns.net:5555/udp/239.93.42.57:5140
山东卫视,http://giwon.ddns.net:5555/udp/239.93.0.168:5140
山西卫视,http://giwon.ddns.net:5555/udp/239.93.0.6:5140
农林卫视,http://giwon.ddns.net:5555/udp/239.93.0.100:5140
陕西卫视,http://giwon.ddns.net:5555/udp/239.93.0.176:5140
深圳卫视,http://giwon.ddns.net:5555/udp/239.93.0.182:5140
天津卫视,http://giwon.ddns.net:5555/udp/239.93.0.167:5140
西藏卫视,http://giwon.ddns.net:5555/udp/239.93.0.175:5140
新疆卫视,http://giwon.ddns.net:5555/udp/239.93.0.194:5140
云南卫视,http://giwon.ddns.net:5555/udp/239.93.0.174:5140
浙江卫视,http://giwon.ddns.net:5555/udp/239.93.0.124:5140
重庆卫视,http://giwon.ddns.net:5555/udp/239.93.1.107:5140

北京卫视,http://buffaloft.ignorelist.com:8888/rtp/239.3.1.225:8000
湖南卫视,http://buffaloft.ignorelist.com:8888/rtp/239.3.1.132:8012
江苏卫视,http://buffaloft.ignorelist.com:8888/rtp/239.3.1.135:8028
东方卫视,http://buffaloft.ignorelist.com:8888/rtp/239.3.1.136:8032
浙江卫视,http://buffaloft.ignorelist.com:8888/rtp/239.3.1.137:8036
湖北卫视,http://buffaloft.ignorelist.com:8888/rtp/239.3.1.138:8044
天津卫视,http://buffaloft.ignorelist.com:8888/rtp/239.3.1.141:1234
山东卫视,http://buffaloft.ignorelist.com:8888/rtp/239.3.1.209:8052
辽宁卫视,http://buffaloft.ignorelist.com:8888/rtp/239.3.1.210:8056
安徽卫视,http://buffaloft.ignorelist.com:8888/rtp/239.3.1.211:8064
黑龙江卫视,http://buffaloft.ignorelist.com:8888/rtp/239.3.1.133:8016
贵州卫视,http://buffaloft.ignorelist.com:8888/rtp/239.3.1.149:8076
东南卫视,http://buffaloft.ignorelist.com:8888/rtp/239.3.1.156:8148
重庆卫视,http://buffaloft.ignorelist.com:8888/rtp/239.3.1.122:8160
